Fri Apr 23 16:10:32 2021    output.dat

         899508 function calls (875517 primitive calls) in 1.082 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      4/2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\functools.py:722(<listcomp>)
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\dis.py:449(findlinestarts)
        2    0.000    0.000    0.006    0.003 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\internals\construction.py:62(arrays_to_mgr)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\templates.py:1053(make_overload_method_template)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:372(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:531(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:614(as_return)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:170(add_function)
        1    0.000    0.000    0.074    0.074 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\lowering.py:233(create_cpython_wrapper)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\lowering.py:255(setup_function)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:1531(op_JUMP_ABSOLUTE)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:555(_op_POP_JUMP_IF)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:353(set_static_user_exc)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\base.py:477(get_argument_type)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typing\builtins.py:106(generic)
        1    0.000    0.000    0.001    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\rangeobj.py:30(range1_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:121(ColumnDimension)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\filters.py:55(SortState)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\views.py:17(Pane)
        2    0.000    0.000    0.005    0.002 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:34(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py:119(AbsoluteAnchor)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\manifest.py:57(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\linalg\blas.py:375(_memoize_get_funcs)
       43    0.000    0.000    0.000    0.000 {built-in method math.isinf}
       11    0.000    0.000    0.000    0.000 {function ZipExtFile.close at 0x000002DD82F365E0}
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2520(<dictcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:81(pointer)
        9    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\llvmpy\core.py:146(bitcast)
       21    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\lowering.py:588(<genexpr>)
        4    0.000    0.000    0.002    0.001 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\postproc.py:155(_insert_var_dels)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\transforms.py:268(replace_target)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\transforms.py:318(with_lifting)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:1005(seed_argument)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:1396(typeof_setitem)
        7    0.000    0.000    0.016    0.002 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:1268(feed)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\relationship.py:110(get_rels_path)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\comments\comment_sheet.py:145(CommentSheet)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\effect.py:319(ReflectionEffect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\protection.py:55(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\base.py:796(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\indexes\base.py:2134(_is_all_dates)
       13    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\zipfile.py:683(_check_compression)
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:823(__str__)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir.py:927(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\ir_utils.py:2168(enforce_no_phis)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\removerefctpass.py:37(_legalize)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:1318(op_BINARY_SUBSCR)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\proxy.py:3(<module>)
        1    0.000    0.000    0.003    0.003 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formula\__init__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\page.py:123(PrintOptions)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\text.py:97(Font)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\workbook\web.py:63(WebPublishing)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chartsheet\publish.py:3(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\inspect.py:3020(bind)
       15    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2233(<genexpr>)
        1    0.000    0.000    0.025    0.025 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\excel\_openpyxl.py:483(load_workbook)
        4    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\module.py:160(link_in)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:622(<listcomp>)
        1    0.000    0.000    0.005    0.005 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\formatting\__init__.py:3(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\views.py:43(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\_read_only.py:53(_get_source)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\picture.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\effect.py:378(EffectList)
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\packaging\manifest.py:147(find)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\table.py:18(TableStyleElement)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\table.py:628(FieldItem)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\contextlib.py:415(enter_context)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\ffi.py:369(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\__init__.py:1678(load)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\extern\__init__.py:23(find_module)
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\imputils.py:114(decorate)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:321(__init__)
       53    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1146(pc_initial)
        7    0.000    0.000    0.016    0.002 C:\Users\DALab\anaconda3\lib\xml\etree\ElementTree.py:1690(feed)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\fill.py:217(SolidColorFillProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\scipy\linalg\decomp_qr.py:1(<module>)
       28    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\_collections_abc.py:271(__subclasshook__)
        5    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
       32    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       11    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\zipfile.py:1436(getinfo)
        2    0.000    0.000    0.017    0.008 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\binding\passmanagers.py:203(run)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\packer.py:170(_build_unflatten_code)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\fill.py:72(RelativeRect)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chartsheet\views.py:13(ChartsheetView)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:657(RangePr)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\inspect.py:2853(replace)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\tokenize.py:325(find_cookie)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\pprint.py:104(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:52(_wrapfunc)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\common.py:154(stringify_path)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\series.py:4337(reindex)
       12    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:1121(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:461(gep)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\datamodel\models.py:435(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\interpreter.py:1431(_binop)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\callconv.py:409(check_try_status)
        6    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:733(_refine_target_type)
        1    0.000    0.000    0.002    0.002 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\rangeobj.py:91(getiter_range32_impl)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\legend.py:22(LegendEntry)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\series.py:173(XYSeries)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\pivot.py:18(PivotSource)
       16    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\enum.py:347(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.cast}
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\controlflow.py:706(__eq__)
        4    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:277(op_LOAD_GLOBAL)
       49    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1202(has_terminated)
       59    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\byteflow.py:1460(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:1363(get_state_token)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\Documents\代刚\Data\DataTrans.py:46(create_all_op_list)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\worksheet.py:405(iter_rows)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\styles\protection.py:3(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\worksheet\dimensions.py:246(SheetFormatProperties)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\fill.py:383(BlipFillProperties)
       23    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        5    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\common.py:126(_expand_user)
        2    0.000    0.000    0.003    0.001 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:2532(_convert_data)
       24    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pkg_resources\_vendor\pyparsing.py:315(__init__)
        9    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\types.py:529(_wrap_packed)
       36    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\llvmlite\ir\values.py:559(alignstack)
       16    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\bytecode.py:80(is_jump)
        7    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\cpython\builtins.py:338(constant_dummy)
        8    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\typeinfer.py:104(union)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\comments\author.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\chart\pie_chart.py:31(_PieChartBase)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\properties.py:125(NonVisualDrawingProps)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\drawing\picture.py:114(PictureFrame)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\openpyxl\pivot\cache.py:228(OLAPSet)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\cffi\commontypes.py:55(win_common_types)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\contextlib.py:211(contextmanager)
        2    0.000    0.000    0.001    0.000 C:\Users\DALab\anaconda3\lib\pprint.py:55(pformat)
       23    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\core\indexes\range.py:391(__iter__)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\common.py:108(is_url)
        2    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\pandas\io\parsers.py:3075(_get_index_name)
        1    0.000    0.000    0.000    0.000 C:\Users\DALab\anaconda3\lib\site-packages\numba\core\cgutils.py:299(__getattr__)
